0 - moving, 1 - collided, 2 - enemyDestroyed, 3 -asteroidDestroyed
playerPosx, events, playerScore
0, 0.00, 0.00
0, 0.00, 0.00
-28.03547, 0.00, 0.00
-42.05321, 0.00, 0.00
-56.07094, 0.00, 0.00
-70.08868, 0.00, 0.00
-84.10641, 0.00, 0.00
-98.12415, 0.00, 0.00
-112.1419, 0.00, 0.00
-126.1596, 0.00, 0.00
-14.01774, 0.00, 0.00
-14.01774, 0.00, 0.00
-14.01774, 0.00, 0.00
-14.01774, 0.00, 0.00
-14.01774, 0.00, 0.00
-14.01774, 0.00, 0.00
-14.01774, 0.00, 0.00
-14.01774, 0.00, 0.00
-14.01774, 0.00, 0.00
-14.01774, 0.00, 0.00
-14.01774, 0.00, 0.00
-14.01774, 0.00, 0.00
-14.01774, 0.00, 0.00
-14.01774, 0.00, 0.00
-14.01774, 0.00, 0.00
-14.01774, 0.00, 0.00
-14.01774, 0.00, 0.00
-14.01774, 0.00, 0.00
-14.01774, 0.00, 0.00
-14.01774, 0.00, 0.00
-14.01774, 0.00, 0.00
-14.01774, 0.00, 0.00
-14.01774, 0.00, 0.00
-14.01774, 0.00, 0.00
-14.01774, 0.00, 0.00
-14.01774, 0.00, 0.00
-14.01774, 0.00, 0.00
-14.01774, 0.00, 0.00
-14.01774, 0.00, 0.00
-14.01774, 0.00, 0.00
-14.01774, 0.00, 0.00
-14.01774, 0.00, 0.00
-14.02146, 0.00, 0.00
-14.02484, 0.00, 0.00
-14.02791, 0.00, 0.00
-14.03071, 0.00, 0.00
-14.03697, 0.00, 0.00
-14.04266, 0.00, 0.00
-14.04784, 0.00, 0.00
-14.0451, 0.00, 0.00
-14.03889, 0.00, 0.00
-13.98488, 0.00, 0.00
-13.92834, 0.00, 0.00
-13.87693, 0.00, 0.00
-13.80416, 0.00, 0.00
-13.738, 0.00, 0.00
-13.67785, 0.00, 0.00
-13.54876, 0.00, 0.00
-13.38675, 0.00, 0.00
-13.20227, 0.00, 0.00
-13.00851, 0.00, 0.00
-12.83237, 0.00, 0.00
-12.62759, 0.00, 0.00
-12.39678, 0.00, 0.00
-12.0865, 0.00, 0.00
-11.80442, 0.00, 0.00
-11.50333, 0.00, 0.00
-11.19613, 0.00, 0.00
-10.88338, 0.00, 0.00
-10.47627, 0.00, 0.00
-9.94618, 0.00, 0.00
-9.378705, 0.00, 0.00
-8.713991, 0.00, 0.00
-8.020408, 0.00, 0.00
-7.203844, 0.00, 0.00
-6.461514, 0.00, 0.00
-5.704812, 0.00, 0.00
-5.016901, 0.00, 0.00
-4.212932, 0.00, 0.00
-3.403917, 0.00, 0.00
-2.597756, 0.00, 0.00
-1.667685, 0.00, 0.00
-0.6919403, 0.00, 0.00
0.2471868, 0.00, 0.00
1.100939, 0.00, 0.00
1.996139, 0.00, 0.00
2.809958, 0.00, 0.00
3.769317, 0.00, 0.00
4.630298, 0.00, 0.00
5.413008, 0.00, 0.00
6.109678, 0.00, 0.00
6.743014, 0.00, 0.00
7.281568, 0.00, 0.00
7.707912, 0.00, 0.00
8.091777, 0.00, 0.00
8.440744, 0.00, 0.00
8.754267, 0.00, 0.00
9.039287, 0.00, 0.00
9.290954, 0.00, 0.00
9.497419, 0.00, 0.00
9.666511, 0.00, 0.00
9.749537, 0.00, 0.00
9.772925, 0.00, 0.00
9.701172, 0.00, 0.00
9.572687, 0.00, 0.00
9.455883, 0.00, 0.00
9.249241, 0.00, 0.00
9.061384, 0.00, 0.00
8.749216, 0.00, 0.00
8.368691, 0.00, 0.00
7.92602, 0.00, 0.00
7.088269, 0.00, 0.00
5.954609, 0.00, 0.00
4.924009, 0.00, 0.00
3.916406, 0.00, 0.00
3.000404, 0.00, 0.00
2.126747, 0.00, 0.00
1.209731, 0.00, 0.00
0.3202684, 0.00, 0.00
-0.4883335, 0.00, 0.00
-1.223426, 0.00, 0.00
-1.895413, 0.00, 0.00
-2.50631, 0.00, 0.00
-3.117481, 0.00, 0.00
-3.684253, 0.00, 0.00
-4.199501, 0.00, 0.00
-4.671629, 0.00, 0.00
-5.100836, 0.00, 0.00
-5.483582, 0.00, 0.00
-5.772003, 0.00, 0.00
-5.952348, 0.00, 0.00
-6.045605, 0.00, 0.00
-6.00388, 0.00, 0.00
-5.854329, 0.00, 0.00
-5.617912, 0.00, 0.00
-5.31741, 0.00, 0.00
-4.980978, 0.00, 0.00
-4.675129, 0.00, 0.00
-4.371042, 0.00, 0.00
-4.109479, 0.00, 0.00
